2026/09/15 20:35:07.231, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 59, 114.27, 19504, 4621, 0
2026/09/15 20:35:07.486, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 60, 114.27, 19584, 4541, 0
2026/09/15 20:35:07.736, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 60, 114.27, 19584, 4541, 0
2026/09/15 20:35:07.986, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 59, 112.08, 19584, 4541, 0
2026/09/15 20:35:08.237, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 59, 112.08, 19584, 4541, 0
2026/09/15 20:35:08.488, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 59, 113.78, 20682, 3443, 19
2026/09/15 20:35:08.738, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 59, 113.78, 20682, 3443, 19
2026/09/15 20:35:08.989, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 60, 115.27, 20682, 3443, 19
2026/09/15 20:35:09.239, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 60, 115.27, 20844, 3281, 19
2026/09/15 20:35:09.490, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 146.56, 20844, 3281, 95
2026/09/15 20:35:09.740, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 146.56, 20844, 3281, 95
2026/09/15 20:35:09.990, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 214.47, 20844, 3281, 95
2026/09/15 20:35:10.241, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 214.47, 20844, 3281, 95
2026/09/15 20:35:10.491, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 248.41, 20844, 3281, 96
2026/09/15 20:35:10.741, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 248.41, 20844, 3281, 96
2026/09/15 20:35:10.991, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 63, 225.92, 20884, 3241, 96
2026/09/15 20:35:11.242, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 63, 225.92, 20884, 3241, 96
2026/09/15 20:35:11.492, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 220.09, 20884, 3241, 96
2026/09/15 20:35:11.743, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 220.09, 20884, 3241, 96
