2026/09/16 06:31:48.411, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 61, 115.29, 19504, 4621, 0
2026/09/16 06:31:48.666, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 61, 115.29, 19708, 4417, 0
2026/09/16 06:31:48.917, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 61, 115.29, 19708, 4417, 0
2026/09/16 06:31:49.167, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 61, 114.04, 21192, 2933, 0
2026/09/16 06:31:49.418, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 61, 114.04, 21416, 2709, 0
2026/09/16 06:31:49.668, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 121.25, 21416, 2709, 0
2026/09/16 06:31:49.919, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 121.25, 21686, 2439, 0
2026/09/16 06:31:50.169, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 139.43, 21686, 2439, 0
2026/09/16 06:31:50.419, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 139.43, 21686, 2439, 0
2026/09/16 06:31:50.670, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 194.81, 21686, 2439, 98
2026/09/16 06:31:50.920, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 194.81, 21686, 2439, 98
2026/09/16 06:31:51.170, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 253.99, 21686, 2439, 98
2026/09/16 06:31:51.421, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 253.99, 21686, 2439, 98
2026/09/16 06:31:51.671, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 67, 251.34, 21686, 2439, 98
2026/09/16 06:31:51.921, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 67, 251.34, 21686, 2439, 98
2026/09/16 06:31:52.172, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 67, 252.85, 21686, 2439, 98
