2026/09/16 06:24:16.760, 22662, 1463, 99, 266.48
2026/09/16 06:24:17.011, 22662, 1463, 99, 264.83
2026/09/16 06:24:17.261, 22662, 1463, 99, 264.83
2026/09/16 06:24:17.511, 22662, 1463, 99, 279.54
2026/09/16 06:24:17.762, 22710, 1415, 99, 279.54
2026/09/16 06:24:18.012, 22710, 1415, 99, 265.84
2026/09/16 06:24:18.263, 22710, 1415, 99, 265.84
2026/09/16 06:24:18.513, 22710, 1415, 99, 269.15
2026/09/16 06:24:18.763, 22710, 1415, 99, 269.15
2026/09/16 06:24:19.013, 22710, 1415, 99, 275.29
2026/09/16 06:24:19.264, 22710, 1415, 99, 275.29
2026/09/16 06:24:19.514, 22710, 1415, 99, 279.87
2026/09/16 06:24:19.764, 22710, 1415, 99, 279.87
2026/09/16 06:24:20.015, 22710, 1415, 99, 265.44
2026/09/16 06:24:20.265, 22710, 1415, 99, 265.44
2026/09/16 06:24:20.516, 22710, 1415, 99, 266.54
2026/09/16 06:24:20.766, 22710, 1415, 99, 266.54
2026/09/16 06:24:21.017, 22710, 1415, 99, 279.70
2026/09/16 06:24:21.267, 22758, 1367, 99, 279.70
2026/09/16 06:24:21.517, 22758, 1367, 99, 279.07
2026/09/16 06:24:21.768, 22758, 1367, 99, 279.07
2026/09/16 06:24:22.018, 22758, 1367, 99, 265.25
2026/09/16 06:24:22.269, 22758, 1367, 99, 265.25
2026/09/16 06:24:22.519, 22758, 1367, 98, 265.22
2026/09/16 06:24:22.770, 22758, 1367, 98, 265.22
2026/09/16 06:24:23.020, 22758, 1367, 98, 279.67
2026/09/16 06:24:23.270, 22806, 1319, 98, 279.67
2026/09/16 06:24:23.521, 22806, 1319, 36, 267.15
2026/09/16 06:24:23.771, 22806, 1319, 36, 267.15
2026/09/16 06:24:24.022, 22806, 1319, 36, 265.68
2026/09/16 06:24:24.272, 22806, 1319, 36, 265.68
2026/09/16 06:24:24.522, 22806, 1319, 99, 263.69
2026/09/16 06:24:24.773, 22806, 1319, 99, 263.69
2026/09/16 06:24:25.023, 22806, 1319, 99, 279.53
2026/09/16 06:24:25.273, 22806, 1319, 99, 279.53
2026/09/16 06:24:25.524, 22806, 1319, 49, 262.04
2026/09/16 06:24:25.774, 22806, 1319, 49, 262.04
2026/09/16 06:24:26.025, 22806, 1319, 49, 265.75
2026/09/16 06:24:26.275, 22806, 1319, 49, 265.75
2026/09/16 06:24:26.526, 22806, 1319, 99, 277.10
2026/09/16 06:24:26.776, 22806, 1319, 99, 277.10
2026/09/16 06:24:27.026, 22902, 1223, 99, 279.74
2026/09/16 06:24:27.276, 22902, 1223, 99, 279.74
2026/09/16 06:24:27.527, 22902, 1223, 99, 266.78
2026/09/16 06:24:27.777, 22902, 1223, 99, 266.78
2026/09/16 06:24:28.027, 22902, 1223, 99, 268.58
2026/09/16 06:24:28.278, 22902, 1223, 99, 268.58
2026/09/16 06:24:28.528, 22902, 1223, 99, 279.21
2026/09/16 06:24:28.778, 22902, 1223, 99, 279.21
2026/09/16 06:24:29.029, 22904, 1221, 99, 278.31
2026/09/16 06:24:29.279, 22904, 1221, 99, 278.31
2026/09/16 06:24:29.529, 22904, 1221, 94, 264.83
2026/09/16 06:24:29.780, 22904, 1221, 94, 264.83
2026/09/16 06:24:30.030, 22904, 1221, 94, 265.13
2026/09/16 06:24:30.281, 22904, 1221, 94, 265.13
2026/09/16 06:24:30.531, 22904, 1221, 95, 278.49
2026/09/16 06:24:30.781, 22904, 1221, 95, 278.49
2026/09/16 06:24:31.032, 22904, 1221, 95, 270.51
2026/09/16 06:24:31.282, 22904, 1221, 95, 270.51
2026/09/16 06:24:31.532, 22904, 1221, 92, 257.78
2026/09/16 06:24:31.782, 22904, 1221, 92, 257.78
2026/09/16 06:24:32.032, 22904, 1221, 92, 248.20
2026/09/16 06:24:32.283, 22904, 1221, 92, 248.20
2026/09/16 06:24:32.533, 22472, 1653, 93, 253.22
2026/09/16 06:24:32.783, 22472, 1653, 93, 253.22
2026/09/16 06:24:33.034, 22472, 1653, 93, 229.54
2026/09/16 06:24:33.284, 22472, 1653, 93, 229.54
2026/09/16 06:24:33.534, 22472, 1653, 0, 180.74
2026/09/16 06:24:33.784, 22472, 1653, 0, 180.74
2026/09/16 06:24:34.034, 22472, 1653, 0, 162.79
2026/09/16 06:24:34.285, 22472, 1653, 0, 162.79
2026/09/16 06:24:34.535, 22472, 1653, 0, 162.79
2026/09/16 06:24:34.785, 22472, 1653, 0, 162.79
2026/09/16 06:24:35.035, 22472, 1653, 0, 143.40
2026/09/16 06:24:35.286, 22472, 1653, 0, 143.40
