2026/09/16 06:22:12.738, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 112.21, 19504, 4621, 0
2026/09/16 06:22:12.995, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 112.21, 19708, 4417, 0
2026/09/16 06:22:13.245, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 112.21, 19708, 4417, 0
2026/09/16 06:22:13.496, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 111.13, 22016, 2109, 0
2026/09/16 06:22:13.746, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 111.13, 22016, 2109, 0
2026/09/16 06:22:13.996, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 117.98, 22016, 2109, 0
2026/09/16 06:22:14.246, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 58, 117.98, 22286, 1839, 0
2026/09/16 06:22:14.497, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 147.03, 22286, 1839, 0
2026/09/16 06:22:14.747, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 62, 147.03, 22286, 1839, 0
2026/09/16 06:22:14.997, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 64, 202.68, 22286, 1839, 98
2026/09/16 06:22:15.248, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 64, 202.68, 22286, 1839, 98
2026/09/16 06:22:15.498, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 255.37, 22286, 1839, 98
2026/09/16 06:22:15.748, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 255.37, 22286, 1839, 98
2026/09/16 06:22:15.998, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 64, 251.12, 22286, 1839, 97
2026/09/16 06:22:16.249, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 64, 251.12, 22286, 1839, 97
2026/09/16 06:22:16.500, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 250.90, 22286, 1839, 97
2026/09/16 06:22:16.750, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 250.90, 22286, 1839, 97
2026/09/16 06:22:17.000, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 248.14, 22286, 1839, 90
2026/09/16 06:22:17.251, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 248.14, 22286, 1839, 90
2026/09/16 06:22:17.501, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 247.91, 22286, 1839, 90
2026/09/16 06:22:17.751, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 65, 247.91, 22286, 1839, 90
2026/09/16 06:22:18.001, 0, NVIDIA GeForce RTX 3090, 580.178.04, P2, 66, 255.65, 22286, 1839, 87
